OPER_DT,BOR_CD,ADMD_CD,AMT_IND,LCLS_10_P,LCLS_20_P,LCLS_30_P,LCLS_40_P,LCLS_50_P,LCLS_60_P,LCLS_70_P,LCLS_80_P
20190224,1111,11110550,91.3%,40.2%,22.4%,27.2%,3.9%,5.3%,0.2%,0.4%,0.3%
20190224,1111,11110560,82.8%,29.5%,25.9%,34.5%,5.9%,3.2%,0.7%,0.0%,0.1%
20190224,1111,11110570,198.9%,29.3%,28.8%,31.2%,4.5%,5.3%,,0.4%,0.6%
20190224,1111,11110580,98.6%,32.4%,19.3%,34.9%,5.4%,5.9%,1.5%,0.5%,0.2%
20190224,1111,11110600,78.2%,30.4%,21.7%,34.8%,1.4%,8.1%,0.9%,2.2%,0.6%
20190224,1111,11110615,121.1%,28.9%,19.8%,37.7%,2.8%,8.5%,0.6%,1.5%,0.3%
20190224,1111,11110630,76.5%,27.8%,16.3%,45.8%,2.7%,5.2%,,1.6%,0.5%
20190224,1111,11110640,136.3%,25.0%,19.4%,38.7%,3.7%,9.4%,1.0%,1.8%,1.0%
20190224,1111,11110650,103.3%,29.3%,20.8%,36.0%,5.9%,5.8%,0.3%,1.7%,0.1%
20190224,1111,11110670,108.3%,31.5%,21.5%,34.1%,1.8%,6.2%,4.1%,0.8%,0.0%
20190224,1111,11110680,99.1%,40.7%,16.5%,27.2%,0.5%,9.6%,2.8%,2.7%,
20190224,1111,11110690,36.3%,17.1%,28.4%,45.8%,0.3%,6.4%,,1.8%,0.1%
20190224,1111,11110700,108.6%,34.0%,22.7%,32.7%,3.6%,3.8%,1.4%,1.7%,0.1%
20190224,1111,11110710,124.0%,29.0%,17.4%,39.8%,4.3%,7.4%,0.5%,1.4%,0.2%
20190224,1135,11350560,87.3%,32.4%,20.4%,35.4%,4.0%,6.5%,0.2%,1.0%,0.2%
20190224,1135,11350570,90.7%,34.2%,21.7%,35.1%,2.7%,4.0%,0.7%,1.0%,0.5%
20190224,1135,11350580,109.3%,26.2%,25.0%,39.1%,2.8%,5.6%,0.4%,0.2%,0.7%
20190224,1135,11350595,69.1%,32.9%,19.6%,35.3%,4.3%,5.7%,0.5%,1.4%,0.3%
20190224,1135,11350600,81.2%,31.2%,23.1%,35.0%,3.2%,4.8%,0.7%,1.6%,0.4%
20190224,1135,11350611,99.8%,30.4%,22.1%,40.1%,1.7%,4.2%,0.3%,0.9%,0.2%
20190224,1135,11350612,147.9%,32.8%,27.0%,32.8%,0.7%,4.5%,0.7%,1.0%,0.6%
20190224,1135,11350619,136.0%,29.9%,25.3%,36.7%,3.3%,3.0%,0.6%,0.4%,0.7%
20190224,1135,11350621,80.1%,30.6%,22.9%,39.3%,3.3%,3.0%,0.0%,0.6%,0.3%
20190224,1135,11350624,87.8%,26.0%,29.4%,35.7%,3.6%,3.2%,0.3%,0.3%,1.4%
20190224,1135,11350625,131.3%,31.8%,23.3%,38.4%,1.4%,4.2%,0.0%,0.4%,0.4%
20190224,1135,11350630,72.0%,27.3%,24.1%,39.8%,1.9%,4.8%,0.6%,0.9%,0.5%
20190224,1135,11350640,137.7%,30.4%,22.9%,37.0%,2.7%,5.8%,0.4%,0.6%,0.3%
20190224,1135,11350665,94.9%,41.8%,19.3%,29.9%,4.4%,3.1%,0.5%,0.9%,0.1%
20190224,1135,11350670,81.4%,36.5%,21.9%,33.3%,2.2%,5.2%,0.3%,0.3%,0.3%
20190224,1135,11350695,103.5%,28.2%,23.4%,36.7%,3.9%,5.5%,1.0%,0.7%,0.6%
20190224,1135,11350700,157.3%,26.4%,30.7%,34.7%,1.6%,5.2%,,0.6%,0.7%
20190224,1135,11350710,93.1%,34.5%,26.0%,31.3%,1.2%,4.3%,0.8%,1.5%,0.4%
20190224,1135,11350720,75.7%,32.3%,22.9%,36.5%,2.0%,4.5%,0.1%,0.3%,1.4%
20190225,1111,11110515,57.8%,34.4%,23.6%,30.9%,4.2%,4.5%,0.6%,1.6%,0.1%
20190225,1111,11110530,136.5%,27.7%,20.8%,40.9%,1.2%,7.2%,0.4%,1.8%,0.0%
20190225,1111,11110540,60.1%,31.6%,19.8%,34.7%,0.8%,9.5%,0.8%,2.4%,0.4%
20190225,1111,11110550,105.1%,31.7%,23.0%,33.2%,3.9%,6.5%,0.7%,0.6%,0.3%
20190225,1111,11110560,88.8%,31.6%,23.6%,32.9%,7.7%,2.8%,0.2%,0.9%,0.2%
20190225,1111,11110570,171.3%,29.8%,29.9%,29.0%,6.1%,3.9%,0.5%,0.7%,0.1%
20190225,1111,11110580,91.6%,31.7%,23.4%,27.7%,8.9%,7.6%,,0.7%,
20190225,1111,11110600,83.0%,34.1%,15.1%,37.2%,6.0%,5.8%,0.6%,1.1%,0.2%
20190225,1111,11110615,151.3%,31.2%,17.1%,39.6%,2.9%,7.4%,0.4%,1.2%,0.3%
20190225,1111,11110630,79.8%,28.4%,14.3%,47.6%,2.7%,4.9%,0.7%,1.3%,0.2%
20190225,1111,11110640,123.1%,27.0%,17.4%,37.6%,5.2%,7.9%,1.1%,1.9%,1.8%
20190225,1111,11110650,84.5%,32.2%,16.9%,32.3%,5.9%,8.0%,1.0%,3.7%,0.1%
20190225,1111,11110670,100.6%,41.6%,17.8%,30.0%,1.8%,3.5%,2.2%,3.1%,0.0%
20190225,1111,11110680,94.0%,42.2%,13.8%,34.2%,1.2%,8.4%,0.2%,,
20190225,1111,11110690,45.3%,15.6%,25.3%,51.0%,0.7%,7.1%,,,0.3%
20190225,1111,11110700,92.9%,42.1%,17.9%,31.0%,5.2%,2.7%,0.5%,0.6%,0.1%
20190225,1111,11110710,106.3%,34.9%,15.2%,34.7%,6.3%,6.5%,0.8%,1.3%,0.1%
20190225,1135,11350560,75.5%,34.0%,17.4%,35.2%,4.7%,5.1%,0.4%,0.8%,2.3%
20190225,1135,11350570,82.7%,37.9%,23.2%,30.2%,3.4%,3.1%,0.5%,1.1%,0.5%
20190225,1135,11350580,96.2%,29.2%,25.1%,37.4%,2.9%,4.5%,0.2%,0.4%,0.3%
20190225,1135,11350595,67.9%,33.2%,20.5%,34.8%,3.0%,5.9%,1.7%,0.7%,0.1%
20190225,1135,11350600,70.2%,33.3%,21.0%,33.6%,3.7%,5.5%,0.5%,1.1%,1.3%
20190225,1135,11350611,103.6%,33.5%,20.7%,34.8%,3.7%,5.2%,0.5%,1.4%,0.2%
20190225,1135,11350612,133.9%,42.6%,24.8%,28.5%,0.9%,2.0%,0.4%,0.5%,0.3%
20190225,1135,11350619,99.9%,35.4%,23.8%,35.3%,1.8%,3.1%,0.2%,0.1%,0.2%
20190225,1135,11350621,74.8%,33.5%,20.7%,37.2%,4.5%,3.4%,0.1%,0.3%,0.4%
20190225,1135,11350624,85.3%,32.5%,25.1%,36.2%,2.2%,2.6%,1.0%,0.2%,0.2%
20190225,1135,11350625,121.8%,36.4%,18.6%,37.6%,1.8%,2.9%,1.0%,1.1%,0.4%
20190225,1135,11350630,68.5%,34.5%,21.5%,35.6%,2.3%,3.6%,1.3%,0.5%,0.6%
20190225,1135,11350640,120.1%,35.0%,19.3%,35.2%,4.3%,4.9%,0.5%,0.6%,0.2%
20190225,1135,11350665,81.6%,43.5%,20.3%,28.6%,2.7%,2.8%,0.8%,0.5%,0.6%
20190225,1135,11350670,70.7%,39.1%,17.8%,35.1%,2.4%,4.7%,0.5%,0.2%,0.2%
20190225,1135,11350695,87.2%,32.1%,22.5%,34.4%,4.6%,4.7%,0.4%,0.7%,0.5%
20190225,1135,11350700,142.6%,37.0%,25.4%,28.2%,0.2%,5.4%,1.1%,0.5%,2.1%
20190225,1135,11350710,94.2%,31.7%,22.2%,33.2%,1.8%,6.0%,4.3%,0.6%,0.2%
20190225,1135,11350720,71.2%,33.9%,20.1%,37.9%,1.5%,3.8%,0.1%,1.5%,1.2%
20190226,1111,11110515,62.2%,32.4%,25.3%,32.3%,2.7%,5.7%,0.8%,0.5%,0.2%
20190226,1111,11110530,145.1%,28.6%,19.8%,41.1%,2.1%,6.8%,0.2%,1.1%,0.2%
20190226,1111,11110540,56.8%,28.6%,18.1%,39.8%,4.8%,6.6%,0.1%,1.5%,0.4%
20190226,1111,11110550,94.6%,36.5%,19.2%,29.9%,8.6%,2.9%,0.9%,1.8%,0.2%
20190226,1111,11110560,83.8%,33.2%,26.4%,31.8%,2.4%,3.3%,1.7%,1.2%,
20190226,1111,11110570,195.2%,28.8%,21.7%,33.2%,6.7%,6.4%,1.9%,1.1%,0.3%
20190226,1111,11110580,98.7%,39.0%,22.8%,24.5%,7.7%,4.3%,0.3%,1.0%,0.4%
20190226,1111,11110600,92.8%,30.8%,21.0%,36.0%,4.2%,6.0%,0.7%,0.9%,0.4%
20190226,1111,11110615,162.6%,31.0%,18.7%,39.3%,3.3%,5.9%,0.4%,1.3%,0.2%
20190226,1111,11110630,87.9%,28.7%,15.4%,46.5%,3.1%,5.2%,,1.0%,0.2%
20190226,1111,11110640,129.2%,27.9%,17.7%,40.7%,2.6%,7.3%,0.7%,2.1%,0.9%
20190226,1111,11110650,87.2%,33.9%,15.4%,35.4%,5.9%,6.7%,0.4%,2.2%,0.1%
20190226,1111,11110670,90.4%,42.5%,16.1%,33.2%,0.6%,4.8%,1.0%,1.7%,
20190226,1111,11110680,90.3%,48.9%,14.3%,30.2%,0.7%,4.3%,1.2%,0.2%,0.3%
20190226,1111,11110690,45.8%,16.3%,34.6%,43.9%,1.1%,3.5%,,0.5%,0.1%
20190226,1111,11110700,105.9%,33.1%,16.4%,31.9%,10.5%,5.3%,1.2%,1.6%,0.1%
20190226,1111,11110710,110.2%,34.5%,17.4%,34.1%,4.5%,7.2%,0.7%,1.5%,0.1%
20190226,1135,11350560,74.2%,34.2%,17.8%,37.8%,3.1%,5.3%,0.6%,0.8%,0.4%
20190226,1135,11350570,77.8%,36.4%,20.5%,34.7%,3.6%,3.7%,0.4%,0.4%,0.3%
20190226,1135,11350580,93.7%,31.7%,23.1%,38.6%,2.2%,3.2%,0.2%,0.5%,0.5%
20190226,1135,11350595,66.9%,33.9%,19.2%,37.5%,2.4%,5.1%,1.0%,0.7%,0.2%
20190226,1135,11350600,68.4%,31.5%,23.4%,35.9%,2.7%,4.5%,0.8%,0.8%,0.4%
20190226,1135,11350611,94.6%,32.0%,21.0%,35.7%,3.9%,5.2%,0.7%,1.1%,0.3%
20190226,1135,11350612,132.6%,35.1%,25.6%,32.2%,2.8%,2.0%,0.5%,0.9%,0.9%
20190226,1135,11350619,105.2%,34.5%,23.8%,35.9%,2.0%,3.3%,0.1%,0.1%,0.3%
20190226,1135,11350621,75.0%,31.5%,20.3%,41.3%,2.9%,2.2%,0.8%,0.5%,0.4%
20190226,1135,11350624,75.6%,33.9%,23.2%,36.7%,1.6%,3.0%,0.7%,0.7%,0.2%
20190226,1135,11350625,128.1%,35.2%,20.9%,36.3%,2.0%,3.5%,0.9%,0.9%,0.4%
20190226,1135,11350630,67.8%,28.6%,23.9%,38.8%,2.3%,3.4%,0.5%,2.0%,0.6%
20190226,1135,11350640,120.8%,35.2%,17.7%,36.7%,3.2%,5.1%,0.9%,0.9%,0.2%
20190226,1135,11350665,73.0%,44.1%,18.0%,32.5%,2.2%,1.1%,1.5%,0.2%,0.4%
20190226,1135,11350670,74.5%,39.4%,19.7%,33.5%,2.3%,3.3%,0.6%,0.6%,0.6%
20190226,1135,11350695,96.7%,30.8%,24.6%,36.8%,1.8%,4.0%,0.5%,1.0%,0.4%
20190226,1135,11350700,155.7%,33.8%,30.7%,28.6%,1.6%,4.1%,,0.5%,0.7%
20190226,1135,11350710,92.1%,34.7%,21.7%,37.5%,1.0%,3.3%,0.6%,0.5%,0.7%
20190226,1135,11350720,76.6%,39.6%,18.0%,34.8%,2.2%,4.4%,,0.5%,0.4%
20190227,1111,11110515,62.0%,32.5%,25.2%,32.8%,3.3%,4.3%,1.3%,0.3%,0.4%
20190227,1111,11110530,143.1%,25.9%,23.6%,42.0%,1.2%,6.1%,0.3%,0.8%,0.0%
20190227,1111,11110540,62.9%,32.0%,18.9%,39.2%,1.7%,6.3%,0.1%,1.4%,0.3%
20190227,1111,11110550,96.3%,39.0%,19.6%,32.4%,2.6%,4.3%,0.5%,1.2%,0.4%
20190227,1111,11110560,75.3%,38.8%,16.7%,33.3%,6.8%,2.7%,1.5%,0.1%,0.2%
20190227,1111,11110570,195.6%,33.2%,21.9%,34.5%,6.7%,3.2%,0.0%,0.4%,0.0%
20190227,1111,11110580,85.2%,44.0%,18.8%,27.8%,5.2%,3.6%,,0.5%,0.2%
20190227,1111,11110600,81.6%,30.2%,21.8%,35.4%,1.7%,7.6%,0.8%,2.1%,0.3%
20190227,1111,11110615,162.4%,30.4%,18.2%,41.2%,2.1%,6.7%,0.3%,1.0%,0.1%
20190227,1111,11110630,80.6%,31.2%,15.3%,45.4%,3.0%,4.4%,0.3%,0.4%,0.1%
20190227,1111,11110640,142.7%,25.6%,16.8%,39.9%,4.0%,9.0%,1.3%,2.1%,1.3%
20190227,1111,11110650,90.6%,31.7%,14.9%,38.3%,4.9%,6.8%,0.7%,2.2%,0.5%
20190227,1111,11110670,80.4%,37.5%,17.1%,36.7%,0.9%,4.9%,2.1%,0.7%,0.3%
20190227,1111,11110680,99.8%,40.1%,19.4%,30.5%,0.7%,6.2%,0.2%,2.9%,
20190227,1111,11110690,48.6%,22.7%,31.3%,37.1%,0.3%,4.8%,3.2%,,0.6%
20190227,1111,11110700,100.7%,36.8%,16.4%,31.6%,10.4%,3.0%,0.7%,0.9%,0.2%
20190227,1111,11110710,108.9%,33.2%,16.9%,33.2%,8.6%,6.0%,0.6%,1.4%,0.0%
20190227,1135,11350560,71.0%,34.7%,20.6%,35.6%,3.6%,4.3%,0.4%,0.6%,0.1%
20190227,1135,11350570,80.8%,38.3%,21.3%,33.4%,3.2%,2.6%,0.2%,0.6%,0.4%
20190227,1135,11350580,91.8%,30.2%,24.6%,39.0%,1.9%,3.2%,0.3%,0.5%,0.3%
20190227,1135,11350595,70.9%,32.4%,20.6%,37.9%,2.3%,4.6%,0.7%,1.3%,0.2%
20190227,1135,11350600,71.6%,33.8%,21.4%,35.5%,2.2%,5.1%,0.6%,1.1%,0.4%
20190227,1135,11350611,107.9%,29.5%,21.0%,36.7%,3.8%,5.2%,1.0%,2.5%,0.2%
20190227,1135,11350612,142.0%,37.2%,23.9%,32.1%,1.9%,2.4%,0.9%,0.5%,1.0%
20190227,1135,11350619,118.2%,32.1%,23.2%,38.6%,1.9%,3.1%,0.1%,0.6%,0.3%
20190227,1135,11350621,70.0%,35.6%,19.4%,40.4%,1.8%,2.1%,0.1%,0.4%,0.2%
20190227,1135,11350624,81.6%,31.9%,22.0%,37.5%,2.4%,3.1%,0.6%,1.8%,0.7%
20190227,1135,11350625,123.9%,36.0%,20.1%,37.5%,1.7%,2.5%,1.0%,0.8%,0.3%
20190227,1135,11350630,71.1%,28.1%,21.5%,41.2%,2.3%,4.8%,1.0%,0.8%,0.4%
20190227,1135,11350640,132.0%,33.8%,19.9%,35.9%,3.7%,5.4%,0.3%,0.8%,0.2%
20190227,1135,11350665,87.1%,46.2%,16.9%,30.2%,1.2%,3.3%,1.5%,0.4%,0.4%
20190227,1135,11350670,77.8%,38.5%,18.2%,36.8%,2.3%,2.7%,0.4%,0.7%,0.3%
20190227,1135,11350695,91.4%,31.0%,22.9%,35.6%,3.7%,4.6%,0.3%,1.4%,0.5%
20190227,1135,11350700,152.7%,34.8%,30.2%,27.9%,2.5%,1.4%,0.2%,1.4%,1.6%
20190227,1135,11350710,94.9%,36.6%,21.0%,37.6%,0.8%,2.6%,0.9%,0.2%,0.3%
20190227,1135,11350720,79.0%,32.8%,19.6%,38.2%,3.1%,4.4%,0.6%,1.0%,0.3%
20190228,1111,11110515,60.9%,34.0%,25.4%,32.6%,1.4%,4.8%,1.1%,0.4%,0.3%
20190228,1111,11110530,152.7%,25.4%,21.8%,40.8%,1.9%,8.3%,0.0%,1.4%,0.5%
20190228,1111,11110540,66.8%,32.8%,22.1%,34.8%,1.7%,6.9%,0.6%,1.1%,
20190228,1111,11110550,89.5%,38.5%,17.9%,32.4%,3.6%,4.9%,1.0%,1.7%,0.2%
20190228,1111,11110560,84.5%,39.2%,20.0%,26.9%,5.6%,7.8%,0.2%,0.2%,0.1%
20190228,1111,11110570,209.2%,31.0%,23.8%,33.1%,5.7%,4.3%,0.9%,0.9%,0.2%
20190228,1111,11110580,106.5%,36.1%,27.2%,26.9%,3.6%,4.7%,,1.2%,0.3%
20190228,1111,11110600,103.2%,27.3%,24.7%,33.3%,2.7%,6.8%,0.3%,4.7%,0.2%
20190228,1111,11110615,177.4%,28.2%,19.8%,39.7%,2.1%,8.2%,0.4%,1.4%,0.2%
20190228,1111,11110630,91.9%,27.3%,15.2%,44.9%,5.4%,5.8%,0.0%,1.2%,0.1%
20190228,1111,11110640,142.6%,25.7%,18.0%,40.4%,4.7%,7.2%,0.5%,2.5%,1.0%
20190228,1111,11110650,90.2%,32.1%,18.7%,34.2%,6.0%,6.4%,0.4%,2.0%,0.2%
20190228,1111,11110670,104.4%,38.1%,18.8%,32.1%,1.5%,6.9%,0.4%,1.7%,0.5%
20190228,1111,11110680,103.8%,49.3%,12.5%,26.1%,1.5%,5.6%,0.1%,5.0%,0.0%
20190228,1111,11110690,56.6%,19.2%,24.4%,44.5%,3.9%,7.6%,,0.5%,
20190228,1111,11110700,106.8%,35.6%,18.9%,33.1%,6.6%,4.3%,0.9%,0.5%,0.2%
20190228,1111,11110710,110.3%,32.3%,17.7%,36.6%,4.5%,7.3%,0.5%,1.1%,0.0%
20190228,1135,11350560,76.4%,34.2%,18.7%,36.2%,4.2%,5.3%,0.6%,0.7%,0.2%
20190228,1135,11350570,77.9%,37.5%,20.5%,34.6%,2.0%,3.7%,0.2%,1.1%,0.4%
20190228,1135,11350580,99.4%,31.1%,23.8%,38.2%,2.2%,3.5%,0.3%,0.6%,0.4%
20190228,1135,11350595,70.8%,34.7%,18.7%,36.6%,3.2%,5.1%,0.8%,0.5%,0.4%
20190228,1135,11350600,72.7%,31.7%,25.2%,33.6%,3.0%,4.9%,0.2%,0.8%,0.5%
20190228,1135,11350611,100.2%,32.8%,20.8%,33.9%,4.5%,6.1%,0.5%,1.1%,0.4%
20190228,1135,11350612,148.5%,35.3%,26.5%,34.0%,0.6%,2.0%,,0.7%,0.8%
20190228,1135,11350619,118.2%,30.7%,26.4%,36.3%,1.8%,3.5%,0.7%,0.2%,0.3%
20190228,1135,11350621,76.4%,33.4%,20.4%,38.6%,2.5%,2.9%,1.2%,0.6%,0.4%
20190228,1135,11350624,88.9%,33.6%,25.5%,33.9%,2.0%,4.4%,,0.4%,0.3%
20190228,1135,11350625,137.8%,34.8%,21.8%,37.7%,1.6%,3.2%,0.2%,0.4%,0.3%
20190228,1135,11350630,76.9%,30.2%,23.0%,38.6%,1.9%,4.5%,0.7%,1.0%,0.3%
20190228,1135,11350640,128.9%,32.1%,23.0%,34.1%,3.8%,5.8%,0.2%,0.9%,0.1%
20190228,1135,11350665,94.2%,41.8%,19.5%,31.1%,2.2%,3.3%,1.2%,0.3%,0.7%
20190228,1135,11350670,79.1%,38.7%,20.6%,33.2%,2.2%,3.4%,0.3%,1.3%,0.3%
20190228,1135,11350695,99.1%,30.7%,22.8%,35.0%,5.6%,4.3%,0.4%,0.6%,0.6%
20190228,1135,11350700,164.5%,37.6%,24.9%,31.7%,1.4%,3.0%,0.1%,1.1%,0.2%
20190228,1135,11350710,98.0%,33.3%,24.7%,36.2%,1.2%,2.6%,1.1%,0.7%,0.1%
20190228,1135,11350720,92.8%,35.7%,20.5%,34.9%,1.4%,5.2%,0.5%,1.0%,0.8%
20190301,1111,11110515,70.8%,29.1%,26.3%,33.4%,1.4%,7.3%,0.2%,2.1%,0.1%
20190301,1111,11110530,146.9%,21.6%,25.0%,36.2%,2.4%,12.2%,0.2%,1.6%,0.8%
20190301,1111,11110540,91.3%,23.0%,22.2%,34.6%,4.4%,14.0%,0.3%,1.0%,0.5%
20190301,1111,11110550,84.3%,36.6%,21.7%,29.4%,4.0%,6.5%,0.4%,1.2%,0.3%
20190301,1111,11110560,87.7%,33.5%,20.4%,29.4%,7.4%,6.3%,,2.9%,0.3%
20190301,1111,11110570,312.2%,27.9%,24.2%,34.4%,1.9%,8.9%,1.3%,1.0%,0.4%
20190301,1111,11110580,117.5%,32.0%,24.6%,28.6%,3.2%,8.6%,0.2%,2.6%,0.2%
20190301,1111,11110600,105.1%,23.9%,23.0%,32.2%,5.7%,11.9%,0.7%,2.1%,0.4%
20190301,1111,11110615,166.2%,24.3%,21.5%,37.8%,2.7%,11.2%,0.5%,1.8%,0.3%
20190301,1111,11110630,99.4%,24.0%,18.0%,46.0%,2.0%,7.7%,0.3%,1.8%,0.3%
20190301,1111,11110640,136.8%,21.4%,17.8%,42.9%,2.8%,11.5%,0.7%,2.0%,0.8%
20190301,1111,11110650,105.7%,28.0%,15.8%,36.5%,7.4%,9.4%,0.5%,2.1%,0.4%
20190301,1111,11110670,97.0%,31.3%,24.0%,34.8%,1.0%,5.2%,0.5%,3.0%,0.3%
20190301,1111,11110680,88.5%,42.1%,15.3%,32.5%,1.5%,7.7%,0.2%,0.6%,0.1%
20190301,1111,11110690,34.6%,13.7%,28.3%,47.4%,0.9%,9.1%,,,0.6%
20190301,1111,11110700,109.3%,30.8%,20.0%,32.5%,10.0%,4.3%,0.1%,2.3%,0.2%
20190301,1111,11110710,116.4%,27.8%,19.3%,37.8%,4.4%,8.1%,0.5%,1.8%,0.3%
20190301,1135,11350560,83.3%,30.6%,21.0%,35.8%,5.0%,5.9%,0.5%,0.9%,0.2%
20190301,1135,11350570,82.7%,33.5%,22.5%,36.4%,2.3%,3.8%,0.5%,0.8%,0.2%
20190301,1135,11350580,95.1%,25.1%,25.8%,39.2%,3.1%,4.9%,0.4%,1.0%,0.6%
20190301,1135,11350595,67.1%,29.3%,22.4%,36.4%,2.1%,7.6%,0.7%,0.8%,0.7%
20190301,1135,11350600,75.9%,29.0%,23.7%,35.3%,3.1%,6.6%,1.1%,0.5%,0.6%
20190301,1135,11350611,107.5%,29.1%,23.2%,35.3%,4.3%,5.7%,0.7%,1.3%,0.4%
20190301,1135,11350612,130.3%,31.4%,25.6%,32.6%,2.9%,5.3%,1.3%,0.7%,0.3%
20190301,1135,11350619,102.4%,27.1%,26.1%,35.7%,2.6%,5.8%,0.7%,1.6%,0.4%
20190301,1135,11350621,78.5%,29.2%,25.7%,38.2%,2.6%,3.6%,0.4%,0.1%,0.0%
20190301,1135,11350624,82.1%,27.5%,25.8%,37.3%,4.1%,3.9%,0.9%,0.1%,0.2%
20190301,1135,11350625,122.7%,33.2%,20.6%,38.2%,1.6%,4.5%,0.8%,0.8%,0.4%
20190301,1135,11350630,67.6%,26.5%,22.8%,40.0%,2.5%,6.1%,0.6%,1.1%,0.4%
20190301,1135,11350640,139.5%,30.1%,21.8%,35.0%,3.7%,7.6%,0.8%,0.6%,0.4%
20190301,1135,11350665,94.9%,38.3%,17.7%,35.5%,2.0%,3.0%,0.2%,2.9%,0.3%
20190301,1135,11350670,76.3%,35.5%,21.3%,35.4%,1.2%,4.9%,0.3%,1.0%,0.4%
20190301,1135,11350695,98.9%,26.0%,28.0%,36.1%,3.4%,5.4%,0.3%,0.4%,0.5%
20190301,1135,11350700,158.9%,33.6%,27.3%,30.1%,2.9%,2.5%,0.3%,2.6%,0.9%
20190301,1135,11350710,88.6%,32.0%,25.1%,34.9%,1.7%,4.4%,0.4%,1.1%,0.3%
20190301,1135,11350720,78.8%,29.8%,22.1%,35.3%,2.5%,8.2%,1.7%,0.2%,0.2%
20190302,1111,11110515,56.0%,28.5%,24.6%,34.8%,3.2%,6.6%,0.8%,1.4%,0.2%
20190302,1111,11110530,104.1%,22.2%,23.5%,37.1%,4.0%,10.5%,0.4%,1.7%,0.5%
20190302,1111,11110540,90.0%,22.4%,22.0%,39.2%,2.2%,12.3%,0.1%,0.9%,0.9%
20190302,1111,11110550,93.3%,34.8%,22.2%,32.9%,2.2%,5.6%,0.6%,1.5%,0.1%
20190302,1111,11110560,96.3%,36.5%,22.6%,27.2%,7.8%,4.7%,0.6%,0.4%,0.2%
20190302,1111,11110570,232.6%,26.3%,27.4%,35.4%,3.3%,5.3%,0.8%,1.4%,0.2%
20190302,1111,11110580,93.3%,33.4%,21.1%,32.9%,4.2%,6.5%,,0.9%,1.0%
20190302,1111,11110600,87.1%,26.1%,23.3%,34.2%,1.7%,12.3%,0.2%,1.7%,0.5%
20190302,1111,11110615,129.6%,25.8%,20.7%,38.4%,2.1%,11.0%,0.2%,1.6%,0.2%
20190302,1111,11110630,86.1%,22.3%,13.5%,47.8%,6.7%,7.7%,0.1%,1.6%,0.4%
20190302,1111,11110640,138.8%,20.4%,17.8%,41.4%,4.2%,12.0%,1.0%,2.0%,1.3%
20190302,1111,11110650,106.9%,27.8%,18.2%,33.6%,6.4%,10.9%,0.7%,2.1%,0.3%
20190302,1111,11110670,99.9%,33.4%,18.9%,38.9%,1.0%,7.2%,0.3%,0.1%,0.3%
20190302,1111,11110680,108.0%,40.5%,13.3%,34.0%,2.0%,7.2%,2.6%,0.3%,
20190302,1111,11110690,31.5%,24.8%,27.6%,43.3%,0.5%,2.7%,,1.1%,
20190302,1111,11110700,92.0%,32.7%,19.4%,36.1%,3.7%,5.5%,1.9%,0.4%,0.3%
20190302,1111,11110710,123.0%,28.9%,18.0%,38.6%,4.3%,8.0%,0.9%,1.0%,0.4%
20190302,1135,11350560,77.4%,34.3%,20.7%,35.4%,3.3%,4.7%,0.2%,1.2%,0.2%
20190302,1135,11350570,79.5%,33.3%,25.1%,33.5%,1.8%,4.3%,1.0%,0.8%,0.3%
20190302,1135,11350580,92.1%,24.7%,25.6%,41.4%,2.4%,4.5%,0.2%,0.8%,0.5%
20190302,1135,11350595,70.2%,29.8%,20.9%,37.3%,3.4%,6.8%,0.4%,0.9%,0.4%
20190302,1135,11350600,76.3%,28.6%,24.3%,34.0%,3.5%,7.2%,1.2%,0.7%,0.6%
20190302,1135,11350611,111.9%,30.2%,25.1%,33.7%,2.2%,6.7%,0.5%,1.3%,0.3%
20190302,1135,11350612,140.0%,30.0%,30.9%,29.0%,0.9%,4.0%,2.7%,1.7%,0.8%
20190302,1135,11350619,118.4%,30.2%,26.4%,34.8%,3.1%,3.9%,0.3%,0.8%,0.5%
20190302,1135,11350621,73.2%,27.7%,22.4%,40.1%,3.1%,5.2%,0.5%,0.7%,0.3%
20190302,1135,11350624,81.7%,27.2%,29.0%,36.2%,2.1%,3.9%,0.4%,0.1%,1.0%
20190302,1135,11350625,129.4%,31.8%,22.6%,36.0%,2.7%,4.7%,0.6%,1.2%,0.3%
20190302,1135,11350630,74.0%,25.5%,23.6%,39.5%,2.3%,6.7%,1.1%,0.9%,0.4%
20190302,1135,11350640,133.8%,29.3%,19.5%,38.7%,3.7%,7.0%,0.4%,1.0%,0.3%
20190302,1135,11350665,91.4%,38.5%,21.4%,31.1%,2.8%,3.5%,1.2%,1.0%,0.5%
20190302,1135,11350670,77.3%,33.7%,21.2%,37.5%,2.1%,4.5%,0.2%,0.6%,0.3%
20190302,1135,11350695,97.1%,28.9%,24.9%,37.3%,2.2%,4.4%,1.0%,0.5%,0.7%
20190302,1135,11350700,155.6%,27.5%,32.8%,32.3%,2.3%,3.3%,0.5%,1.0%,0.4%
20190302,1135,11350710,81.2%,30.4%,23.0%,37.6%,1.1%,5.3%,1.6%,0.9%,0.2%
20190302,1135,11350720,82.5%,32.0%,20.9%,36.3%,1.4%,7.1%,0.7%,1.1%,0.6%
20190303,1111,11110515,57.1%,28.9%,23.6%,36.5%,3.2%,6.2%,0.1%,1.2%,0.4%
